,brand,model,full_title,engine_displacement_cm3,power_hp,ad_description,price_eur,mileage_km,fuel_type,production_year
2207,BMW,Seria 5,BMW Seria 5,1997.0,245.0,Vand BMW 528i din anul 2012,9700.0,265000.0,Benzina,2012.0
2208,BMW,X3,BMW X3 xDrive30i Aut. xLine,1998.0,252.0,BMW X3 3.0i Twin turbo,24000.0,127800.0,Benzina,2018.0
2209,Audi,Q3,Audi Q3 2.0 40 TFSI S tronic quattro,1984.0,190.0,Audi Q3 Quattro 2.0 TFSI 40 – 2020 Primul Propietar,26300.0,140000.0,Benzina,2020.0
2210,Lexus,Seria NX,Lexus Seria NX 350h AWD 2.5 TNGA HV 25H CVT F Sport,,,,57999.99,4892.0,Hibrid,2023.0
2211,Mercedes-Benz,EQE,Mercedes-Benz EQE Mercedes-AMG 43 4MATIC,,,,78802.46,10310.0,Electric,2023.0
2212,Dacia,Dokker,Dacia Dokker 1.6 102 CP Laureate,1598.0,102.0,"Dacia Dokker - 1,6 Benzina + GPL fabrica - Import Germania",6190.0,180000.0,Benzina + GPL,2018.0
2213,Fiat,Tipo,Fiat Tipo 1.0 Final City Life,,,,10780.0,67050.0,Benzina,2022.0
2214,Mercedes-Benz,GLA,Mercedes-Benz GLA 200 d 8G-DCT Style,1950.0,150.0,2020 107.000 KM 2.0D -150 CP,30900.0,107000.0,Diesel,2020.0
2215,Land Rover,Discovery Sport,Land Rover Discovery Sport 2.0 D165 R-Dynamic MHEV SE,1999.0,163.0,Land Rover DISCOVERY SPORT Dynamic SE 2.0D 163 CP AWD Auto MHEV 2025,54546.8,1.0,Diesel,2025.0
2216,BMW,Seria 3,BMW Seria 3 330e AT PHEV,1998.0,184.0,BMW 330e Plug in Hybrid,30494.03,69822.0,Hibrid Plug-In,2020.0
2217,Mercedes-Benz,G,Mercedes-Benz G AMG 63 SW Long Aut. MHEV,3982.0,585.0,Mercedes-Benz G Brabus 700 facelift,389000.0,1100.0,Benzina,2024.0
2218,Land Rover,Discovery,Land Rover Discovery 3.0D 300 MHEV R-Dynamic SE,2996.0,300.0,Land Rover DISCOVERY Dynamic SE 3.0D 350 CP AWD MHEV 2025,82664.78,1.0,Diesel,2025.0
2219,Mercedes-Benz,A,Mercedes-Benz A,1332.0,163.0,Mercedes-Benz A 250 e 8G-DCT Lim. Special Edition,27489.99,68539.0,Hibrid Plug-In,2021.0
2220,Mercedes-Benz,CLS,Mercedes-Benz CLS 350 d 4Matic 9G-TRONIC AMG Line,,,,33900.0,199000.0,Diesel,2018.0
2221,Dacia,Duster,Dacia Duster 1.5 Blue dCi 4WD Comfort,1461.0,115.0,"4*4,Garantie,Tva deductibil,Finantare",10950.0,211233.0,Diesel,2021.0
2222,Lexus,Seria RX,Lexus Seria RX 450h Aut. Luxury,3456.0,299.0,Baterie Hibrida Noua - Primul Proprietar,18800.0,247000.0,Hibrid,2011.0
2223,Hyundai,KONA,Hyundai KONA 1.6 CRDi DCT Style,1598.0,136.0,"1,6 Diesel ~ Cutie Automata ~ Posibilitate vanzare si in RATE ~ Credit",14990.0,148200.0,Diesel,2020.0
2224,Seat,Leon,Seat Leon 1.6 TDI Copa,1598.0,105.0,"Vand Seat Leon 1.6 TDI, 105 cp",3600.0,145000.0,Diesel,2010.0
2225,Renault,Clio,Renault Clio IV 0.9 TCe Life,898.0,90.0,Benzina Tce 90 CP ~ Posibilitate vanzare si in RATE ~ Credit TVA,7390.0,150000.0,Benzina,2020.0
2226,Dacia,Logan,Dacia Logan TCe 90 CVT Expression,999.0,90.0,Cutie Automata CVT ~ Posibilitate Vanzare si in Rate ~ Credit TVA Leas,11790.0,81000.0,Benzina,2022.0
2227,Ford,Focus,Ford Focus 1.0 EcoBoost Trend Edition,999.0,125.0,"GARANTIE 2 ANI, LED, Senzori parcare, Pachet de iarna, Apple Carplay",11989.89,85565.0,Benzina,2021.0
2228,Mercedes-Benz,S,Mercedes-Benz S AMG 63 E Performance Long,3982.0,802.0,Mercedes-AMG S 63 E Performance,197260.25,18450.0,Hibrid Plug-In,2023.0
2229,Porsche,Cayenne,Porsche Cayenne Turbo,3996.0,550.0,MATRIX/Panoramic/ACC/V8 Bi-Turbo/Garantie Porsche/BOSE/Chrono/TVA,53899.99,149800.0,Benzina,2019.0
2230,Volkswagen,Tiguan,Volkswagen Tiguan 2.0 TDI DSG Advanced,1968.0,150.0,/ TVA Deductibil / GARANTIE 12 LUNI / Finantare,26900.0,79049.0,Diesel,2020.0
2231,Land Rover,Defender,Land Rover Defender 90 3.0D 250 MHEV X-Dynamic HSE,2996.0,250.0,"Land Rover DEFENDER 90 3.0D 250 CP AWD MHEV, X-Dynamic HSE 2025",89288.32,1.0,Diesel,2025.0
2232,Hyundai,Santa Fe,Hyundai Santa Fe,,,,18600.0,77000.0,Diesel,2016.0
2233,Mercedes-Benz,GLB,Mercedes-Benz GLB,1950.0,150.0,Garantie 24luni posibilitate leasing cu dobanda fixa de 4.75%,31823.0,133000.0,Diesel,2020.0
2234,BMW,Seria 3,BMW Seria 3,2995.0,306.0,"Hybrid , 340cai , PDC , Volan incalzit , Banchete incalzite , Camera..",13500.0,224000.0,Hibrid,2013.0
2235,Renault,Koleos,Renault Koleos 2.0 dCI FAP 4x4 Luxe,1995.0,173.0,RenaultKoleos/Panoramic/Navi/Bose - Finațare fără avans!,5890.0,262000.0,Diesel,2008.0
2236,Fiat,Doblo,Fiat Doblo Combi 1.6 Mjet 105 CP Maxi Confort,1598.0,105.0,2022 | 79.400 KM | ISOFIX | Sistem Start-Stop | Usa glisanta |,16726.47,79400.0,Diesel,2022.0
2237,Tesla,Model Y,Tesla Model Y AWD Long Range,,,,39450.0,30770.0,Electric,2023.0
2238,Mini,Cooper,Mini Cooper,1299.0,85.0,Classic Mini Cooper 1992 - looks and drives like new,13000.0,9000.0,Benzina,1992.0
2239,Nissan,Qashqai,Nissan Qashqai 1.3 DIG-T MHEV Xtronic Acenta,1332.0,158.0,Tva Deductibil / Factura Fiscala / Rulaj Certificat,24200.0,41339.0,Benzina,2022.0
2240,Mini,Cooper,Mini Cooper,1299.0,85.0,Classic Mini Cooper 1992 - looks and drives like new,13000.0,9000.0,Benzina,1992.0
2241,Nissan,Qashqai,Nissan Qashqai 1.3 DIG-T MHEV Xtronic Acenta,1332.0,158.0,Tva Deductibil / Factura Fiscala / Rulaj Certificat,24200.0,41339.0,Benzina,2022.0
2242,Mercedes-Benz,AMG GT-S,Mercedes-Benz AMG GT-S 63 4MATIC+ MHEV,3982.0,639.0,63s-AMG 360 Distro Burmester Pano Exclusive,89990.0,105000.0,Benzina,2021.0
2243,Volkswagen,Passat,Volkswagen Passat 2.0 TDI DSG Highline,1968.0,150.0,Unic proprietar - Km 100% reali - TVA deductibil,19450.0,79788.0,Diesel,2020.0
2244,Lexus,Seria NX,Lexus Seria NX 350h AWD 2.5 TNGA HV 25H CVT F Sport,,,,57500.0,4849.0,Hibrid,2023.0
2245,Porsche,Cayman,Porsche Cayman,,,,28000.0,103496.0,Benzina,2008.0
2246,Mitsubishi,L200,Mitsubishi L200,2268.0,150.0,Mitsubishi L200 2.3d 150CP 4x4 EURO 6,24000.0,81814.0,Diesel,2022.0
2247,Volkswagen,Passat,Volkswagen Passat,1598.0,120.0,Automat DSG/ Full Led / Inmatriculat / Istoric Full / B8,9350.0,234600.0,Diesel,2015.0
2248,Audi,A3,Audi A3 Sportback 2.0 30 TDI S tronic Basic,1968.0,116.0,2.0 TDI ~Automata~ Posibilitate vanzare si in RATE~ Credit Leasing TVA,23990.0,46000.0,Diesel,2022.0
2249,BMW,Seria 5,BMW Seria 5 520d Touring Aut. Luxury Line,1995.0,190.0,"BMW 520d Touring (G31) – 2017 – 197.000 km – 190 CP, Cutie Automată",18900.0,197000.0,Diesel,2017.0
2250,Geely,Coolray,Geely Coolray,1499.0,172.0,Coolray 1.5 TD GF+,25702.82,3000.0,Benzina,2024.0
2251,Renault,Talisman,Renault Talisman ENERGY dCi 130 EDC LIMITED,,,,11999.0,216000.0,Diesel,2015.0
2252,Land Rover,Defender,Land Rover Defender 110 3.0D 250 MHEV Hard Top X-Dynamic SE,2996.0,249.0,Land Rover DEFENDER 110 X-Dynamic SE 3.0D 250CP AWDMHEV 2025,87590.69,1.0,Diesel,2025.0
2253,Mazda,CX-3,Mazda CX-3 CD105 Revolution,1499.0,105.0,Livrare gratuita/ Posibilitate finantare/ Rate fixe cu avans 0,10999.0,212000.0,Diesel,2015.0
2254,BMW,Seria 3,BMW Seria 3 320d xDrive AT MHEV,1995.0,190.0,Finantare - Rate fixe fara avans!,28978.29,155000.0,Diesel,2021.0
2255,BMW,X5,BMW X5 xDrive30d AT MHEV,2993.0,286.0,M-SPORT/CarPlay/Laser/Trapa/Anniversary/ Leasing - Rate FARA AVANS,59949.99,86000.0,Diesel,2023.0
2256,BMW,Seria 8,BMW Seria 8 840d xDrive Cabrio,2993.0,320.0,Bmw 840 Carbio X-Drive Garantie / Finantare,49190.0,175000.0,Diesel,2019.0
2257,Peugeot,508,Peugeot 508,1199.0,130.0,PEUGEOT 508 PureTech 130CP Garantie / Finantare,16927.9,105500.0,Benzina,2021.0
2258,BMW,Seria 5,BMW Seria 5 520i Aut. M Sport Edition,1998.0,184.0,Bmw 520i M-Pachet Garantie/Finantare,27999.4,129700.0,Benzina,2020.0
2259,Toyota,Corolla,Toyota Corolla,1798.0,98.0,Toyota Corolla 1.8 Hybrid Tva Deductibil Finantare / Leasing / Credit,18989.74,153433.0,Hibrid,2020.0
2260,Land Rover,Range Rover Vogue,Land Rover Range Rover Vogue,4387.0,340.0,perne/ camera /incalzire / VENTILATIE masaj,18900.0,263267.0,Diesel,2014.0
2261,BMW,Seria 5,BMW Seria 5 525d Aut.,2497.0,177.0,Vând bmw e60,6500.0,302000.0,Diesel,2006.0
2262,Audi,Q5,Audi Q5 45 TFSI quattro S tronic MHEV Advanced,1984.0,265.0,LED / Distronic / Lane / Side / Camera / Keyless,39900.0,7100.0,Benzina,2024.0
2263,Volvo,XC 90,Volvo XC 90 T6 AWD Geartronic Inscription,1969.0,320.0,Volvo XC90/Benzina/T6 Inscription/Echipare FULL/TVA deductibil,25368.0,210000.0,Benzina,2017.0
2264,Mercedes-Benz,A,Mercedes-Benz A 200 4MATIC Aut.,1332.0,163.0,"Primul proprietar, stare perfectă",24500.0,56000.0,Benzina,2018.0
2265,Opel,Crossland,Opel Crossland X 1.2 Start/Stop Enjoy,1199.0,130.0,"Opel Crossland 2020, în stare foarte bună, 69.000 km, prim proprietar",11500.0,69000.0,Benzina,2020.0
2266,BMW,Seria 3,BMW Seria 3 316i Sport Line,1598.0,136.0,Benzina Euro 6 Livrare Gratuita Garantie !,10990.0,16000.0,Benzina,2016.0
2267,Skoda,Superb,Skoda Superb 1.4 TSI PHEV Style,1395.0,218.0,Skoda Superb 1.4 TSI Phev 204cp DSG Style,24198.98,81956.0,Hibrid Plug-In,2021.0
2268,Lexus,UX,Lexus UX 250h FWD Executive,,,,30449.99,43280.0,Hibrid,2022.0
2269,Audi,A6,Audi A6 Avant 40 TDI quattro S tronic design,1968.0,204.0,2021 2.0 TDI -204 CP MILD HYBRID / GARANTIE / Leasing / Rate,26899.99,226000.0,Diesel,2021.0
2270,BMW,Seria 5,BMW Seria 5 530e xDrive AT PHEV,1998.0,184.0,Tva Deductibil / Finantare / Rulaj Certificat,33340.34,108740.0,Hibrid Plug-In,2020.0
2271,Mercedes-Benz,CLA,Mercedes-Benz CLA 220 d 8G-DCT AMG Line,1950.0,191.0,CLA 220 d AMG Line/Night/Distronic+/Camera 360/Head-up/Confort,34787.5,66700.0,Diesel,2020.0
2272,BMW,Seria 5,BMW Seria 5 520d AT,,,,27900.0,147057.0,Diesel,2020.0
2273,DS Automobiles,DS 3 Crossback,DS Automobiles DS 3 Crossback,,,,18500.0,48000.0,Electric,2020.0
2274,Skoda,Superb,Skoda Superb Combi 1.6 TDI GreenLine,1598.0,105.0,"GARANTIE 12 luni! Climatronic, Navigatie, Senzori Parcare",4999.0,317000.0,Diesel,2011.0
2275,Kia,Sportage,Kia Sportage 1.6 DSL MHEV 7DCT HP 4x2 Business Line,1598.0,136.0,KIA SPORTAGE 1.6 CRDI MHEV STYLE/CarPlay/VirtualCockpit - Finantare,25900.0,89630.0,Diesel,2022.0
2276,Hyundai,Tucson,Hyundai Tucson 2.0 CRDI 4WD Automatik Premium,1995.0,185.0,Hyundai Tucson 2.0crdi,18990.0,126000.0,Diesel,2020.0
2277,Renault,Arkana,Renault Arkana,1332.0,140.0,2022 1.3I E6 GARANTIE 12 LUNI Rate Avans 0 Doar cu Buletinul,18290.0,120000.0,Benzina,2022.0
2278,Hyundai,IONIQ,Hyundai IONIQ Plug-in-Hybrid 1.6 GDI Style,1580.0,141.0,"Plug-In Hybrid,Keyless,Full Led,Incalzire,Garantie 1 An,Leasing/Rate",15999.0,161649.0,Hibrid Plug-In,2021.0
2279,Volkswagen,Tiguan,Volkswagen Tiguan 1.5 eHybrid OPF DSG Life,1498.0,204.0,"Plug-In Hybrid,Distronic,Cockpit,Full Led,Garantie 1 An, Leasing/Rate",23299.0,186595.0,Hibrid Plug-In,2021.0
2280,Ford,Mondeo,Ford Mondeo 2.0 TDCi Powershift Titanium,1997.0,150.0,"Titanium,Automat,Led,Garantie 1 An,Navi,Incalzire,Keyless,Posib.Rate",10599.0,214654.0,Diesel,2019.0
2281,Audi,A4,Audi A4 Avant 35 TDI S tronic,1968.0,150.0,"GARANTIE 1 AN, 5 Servicii PREMIUM Incluse in Pret, Posibilitate RATE",15250.0,200823.0,Diesel,2019.0
2282,Audi,A6,Audi A6 Avant 2.0 TDI quattro S tronic,1968.0,190.0,Superb Audi A6 foarte spațios,20900.0,130000.0,Diesel,2018.0
2283,BMW,M4,BMW M4 M440i xDrive AT MHEV,,,,60500.0,21000.0,Benzina,2023.0
2284,Hyundai,KONA,Hyundai KONA 1.6 CRDi Trend,1598.0,115.0,"Sistem audio KRELL, Head Up, Camera marsarier, Scaune/Volan incalzite",12500.0,153335.0,Diesel,2019.0
2285,Volkswagen,ARTEON,Volkswagen ARTEON 1.4 eHybrid OPF DSG R-Line,,,,26499.0,169000.0,Hibrid Plug-In,2021.0
2286,BMW,Seria 5,BMW Seria 5 520d AT MHEV,1995.0,190.0,Tva deductibil / Finantare / Rulaj Certificat,33848.54,160098.0,Diesel,2020.0
2287,Geely,Coolray,Geely Coolray,1499.0,172.0,Coolray 1.5 TD GF+,26924.92,1.0,Benzina,2025.0
2288,Peugeot,308,Peugeot 308 1.5 BlueHDi FAP STT Active,1499.0,130.0,"GARANTIE 2 ANI, Clima, Scaune incalzite, Senzori, Pilot auto",9990.0,93568.0,Diesel,2021.0
2289,Volkswagen,Golf,Volkswagen Golf 1.5 eTSI ACT DSG MHEV Life,,,,19700.0,101992.0,Benzina,2021.0
2290,Mercedes-Benz,C,Mercedes-Benz C 180 9G-TRONIC,,,,32990.0,77044.0,Benzina,2021.0
2291,Mercedes-Benz,AMG GT,Mercedes-Benz AMG GT R Roadster,3982.0,585.0,Mercedes-AMG GT 63 4MATIC+ / stare perfecta / garantie 2028,185130.0,11000.0,Benzina,2024.0
2292,Volkswagen,Touareg,Volkswagen Touareg 3.0 V6 TDI 4Motion DPF Automatik,2967.0,286.0,Volkswagen TOUAREG 3.0 TDI 286 CP,38900.0,155000.0,Diesel,2018.0
2293,Volkswagen,Tiguan,Volkswagen Tiguan,1968.0,190.0,Vw Tiguan 4x4 Highline 2.0 Tdi 190 cp 2017 Full Option,16990.0,174000.0,Diesel,2016.0
2294,Mazda,CX-5,Mazda CX-5 2.2 SKYACTIV-D AWD Aut. Sendo,2191.0,150.0,"MAZDA CX5, an 2014,E6, 4X4, cutie automata.",9400.0,112000.0,Diesel,2014.0
2295,Kia,Sportage,Kia Sportage 2.0 CRDI AWD Aut. VISION,1995.0,185.0,KIA Sportage 2.0crdi,17990.0,87819.0,Diesel,2018.0
2296,BMW,X6,BMW X6 xDrive40d,,,,27990.0,134720.0,Diesel,2017.0
2297,BMW,X6,BMW X6,2993.0,265.0,BMW X6 / 30d / xDrive / Laser / Head-up / ACC / Keyless / HDC,53999.0,130755.0,Diesel,2020.0
2298,Peugeot,308,Peugeot 308 1.6 BlueHDi FAP STT Access,1560.0,120.0,"GARANTIE 12 Luni ! Navi, Climatronic, Led daylight, Piele",5999.0,258000.0,Diesel,2015.0
2299,Peugeot,3008,Peugeot 3008 1.2 PureTech Turbo S&S EAT6 GT-Line,1199.0,130.0,"GT Line,Full Led,Camera,Navi,Garantie 1 AN,Keyless,Automat,Posib.Rate",13699.0,164611.0,Benzina,2017.0
2300,Porsche,Cayenne Coupe,Porsche Cayenne Coupe GTS Tiptronic S,3996.0,460.0,Porsche Cayenne Cope GTS,74990.0,63993.0,Benzina,2020.0
2301,BMW,X3,BMW X3 xDrive30e Aut. xLine,1998.0,292.0,Factura Fiscala / Finantare / Rulaj Certificat,30990.0,153881.0,Hibrid Plug-In,2020.0
2302,Audi,Q5,Audi Q5 Sportback 55 TFSI e quattro S tronic PHEV S Line,1984.0,367.0,Garantie 24luni posibilitate leasing cu dobanda fixa de 4.75%,37752.0,122000.0,Hibrid Plug-In,2021.0
2303,Genesis,GV70,Genesis GV70 2.5T AWD AT8 Luxury Line,2497.0,304.0,Istoric verificat de Automobile Bavaria,59913.15,50.0,Benzina,2024.0
2304,Byd,Sealion 7,Byd Sealion 7,,,,49915.04,1.0,Electric,2025.0
2305,MG,EHS,MG EHS,1490.0,162.0,Garantie 24luni posibilitate leasing cu dobanda anuala fixa de 4.75%,23837.0,3800.0,Hibrid Plug-In,2022.0
2306,SsangYong,Torres,SsangYong Torres 1.5 GDI Turbo Clever,1497.0,163.0,Autoturism SsangYong Torres 1.5 Turbo benzina cutie de viteze automata,34600.0,300.0,Benzina,2024.0
2307,Byd,Dolphin,Byd Dolphin,,,,23173.02,1.0,Electric,2025.0
2308,Skoda,Octavia,Skoda Octavia,1598.0,115.0,Garantie 12 luni / Rate / Leasing / Credit / Istoric si km certificati,14925.0,110933.0,Diesel,2020.0
2309,BMW,Seria 5,BMW Seria 5 520d xDrive Aut.,1995.0,190.0,Primul proprietar,19990.0,249542.0,Diesel,2017.0
2310,Land Rover,Freelander,Land Rover Freelander,2179.0,150.0,4x4,4450.0,193000.0,Diesel,2009.0
2311,Audi,Q8,Audi Q8 3.0 50 TDI quattro Tiptronic MHEV,,,,55055.0,92100.0,Diesel,2019.0
2312,BMW,X5,BMW X5 xDrive30d Sport-Aut.,2993.0,258.0,Factura Fiscala / Rulaj Certificat / Garantie Inclusa,25590.0,186500.0,Diesel,2017.0
2313,Renault,Kadjar,Renault Kadjar 1.2 TCe EDC XMod,1197.0,130.0,Automata - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,15490.0,30000.0,Benzina,2017.0
2314,DS Automobiles,DS 7 Crossback,DS Automobiles DS 7 Crossback,1998.0,180.0,"Garantie.,Vr1jjehzrky222003,carVertical,credit auto",19990.0,190000.0,Diesel,2020.0
2315,Toyota,Aygo,Toyota Aygo 1.0 X,998.0,69.0,Toyota aygo 2018 arata si merge impecabil,4960.0,229000.0,Benzina,2018.0
2316,BMW,Seria 5,BMW Seria 5 530e xDrive AT PHEV,1998.0,184.0,"BMW 530 XE, Impecabil, M Pachet, Cauciucuri noi, Protectie Ceramica",29800.0,149900.0,Hibrid Plug-In,2021.0
2317,BMW,X3,BMW X3 xDrive30e AT PHEV,1998.0,292.0,X3 Hybrid - Posibilitate Rate Avans 0 - Garantie 12 Luni - IMPECABILA,32490.0,180000.0,Hibrid Plug-In,2021.0
2318,Audi,A4,Audi A4 2.0 TDI Avant,1968.0,143.0,AUDI 2013 B8,8700.0,304167.0,Diesel,2013.0
2319,BMW,Seria 1,BMW Seria 1,1995.0,143.0,"BMW Seria 1 118d, 2012, Automat, Diesel, Distribuție Nouă, 196.000 km",7000.0,196000.0,Diesel,2012.0
2320,BMW,X5,BMW X5 xDrive25d,1995.0,218.0,2.5XDrive/218cp/MPachet/Panoramic/Memorii/VolanElectric/Garantie12luni,21900.0,195000.0,Diesel,2015.0
2321,Mercedes-Benz,S,Mercedes-Benz S 580 e 4MATIC,,,,92799.74,52882.0,Hibrid Plug-In,2022.0
2322,Volkswagen,Passat CC,Volkswagen Passat CC 2.0 TDI DSG BMT,1968.0,184.0,Vând Passat CC R-Line,17000.0,114000.0,Diesel,2016.0
2323,Audi,Q7,Audi Q7 3.0 TDI Quattro Tiptronic,2967.0,272.0,"Audi Q7 3.0TDI, 272CP, Distronic, Bose, Ventilatie, Softclose, Cockpit",29990.0,97000.0,Diesel,2018.0
2324,Mercedes-Benz,GLC,Mercedes-Benz GLC 300 e 4MATIC,1991.0,320.0,Tva Deductibil / Finantare / Rulaj Certificat,32527.22,172800.0,Hibrid Plug-In,2021.0
2325,Skoda,Octavia,Skoda Octavia,1498.0,149.0,Skoda Octavia 1.5 TSI,22990.0,32350.0,Benzina,2023.0
2326,Mercedes-Benz,AMG GT,Mercedes-Benz AMG GT Roadster Speedshift 7G-DCT,,,,99099.0,24214.0,Benzina,2017.0
2327,Kia,Sportage,Kia Sportage 2.0 DSL 8AT HP 4x4 GT Line,1995.0,185.0,Garantie 24luni posibilitate leasing cu dobanda anuala fixa de 4.75%,22627.0,146000.0,Diesel,2021.0
2328,Ford,Focus,Ford Focus 1.6 TDCI DPF Trend,1560.0,115.0,"Stare foarte buna, Accept orice test in service autorizat!",4990.0,214500.0,Diesel,2015.0
2329,Ford,Mondeo,Ford Mondeo,1798.0,125.0,Primul propietar de la inmatriculare/baterie noua/stare foarte buna,1200.0,289000.0,Benzina,2000.0
2330,Volkswagen,Passat,Volkswagen Passat Variant 2.0 TDI DSG Comfortline,1968.0,150.0,Volkswagen Passat Variant 2.0 TDI DSG Comfortline (R-line),16200.0,110000.0,Diesel,2017.0
2331,Land Rover,Range Rover Sport,Land Rover Range Rover Sport,2996.0,550.0,primul proprietar / stare impecabila,123420.0,26000.0,Hibrid Plug-In,2024.0
2332,BMW,X7,BMW X7 M50d,2993.0,400.0,BMW’X7’M50d INDIVIDUAL extra Full top variante,59700.0,157000.0,Diesel,2020.0
2333,Audi,A4,Audi A4 Avant 2.0 40 TDI S tronic S Line,1968.0,190.0,Primul proprietar,11000.0,217000.0,Diesel,2015.0
2334,Volvo,S90,Volvo S90 T6 AWD Geartronic Momentum,,,,26450.0,204476.0,Benzina,2016.0
2335,Audi,A3,Audi A3 1.6 TDI Limousine (clean diesel) S tronic Ambition,1598.0,110.0,Vand Audi A3 Berlina Automata,12700.0,162000.0,Diesel,2015.0
2336,Volvo,S90,Volvo S90 T6 AWD Geartronic Momentum,,,,26450.0,204476.0,Benzina,2016.0
2337,Audi,A3,Audi A3 1.6 TDI Limousine (clean diesel) S tronic Ambition,1598.0,110.0,Vand Audi A3 Berlina Automata,12700.0,162000.0,Diesel,2015.0
2338,BMW,X1,BMW X1 xDrive18d Aut. Sport Line,1995.0,143.0,BMW X1 2.0 Aut/Scaune Încălzite/Senzori - Finanțare rapidă,13490.0,217515.0,Diesel,2014.0
2339,Skoda,Karoq,Skoda Karoq 2.0 TDI SCR 4x4 DSG Ambition,1968.0,150.0,Karoq Ambition 4x4 2.0 TDI FACELIFT cu Panoramic,25972.65,128390.0,Diesel,2022.0
2340,Audi,Q7,Audi Q7 3.0 TDI Quattro Tiptronic,2967.0,272.0,"Istoric complet Audi, Serie 2018",35990.0,86397.0,Diesel,2017.0
2341,BMW,X6,BMW X6 xDrive40d,,,,29000.0,143995.0,Diesel,2016.0
2342,Peugeot,3008,Peugeot 3008 1.6 BlueHDI S&S EAT6 GT-Line,1560.0,120.0,Garantie 12 luni / Posibilitate Garantie Extinsa / Rate / Credit Auto,16490.0,180500.0,Diesel,2017.0
2343,Opel,Insignia,Opel Insignia,1598.0,136.0,"Posibilitate rate,leasing persoane juridice,fizice avans 0 - 30%",11990.0,193861.0,Diesel,2019.0
2344,Mercedes-Benz,A,Mercedes-Benz A 250 7G-DCT,,,,36179.0,39749.0,Benzina,2021.0
2345,Porsche,Boxster,Porsche Boxster 718 GTS PDK,2497.0,365.0,Posibilitate Rate / Avans 0 / Km Certificat / Garantie Extinsa,76956.0,49000.0,Benzina,2020.0
2346,BMW,Seria 4,BMW Seria 4 420d xDrive Gran Coupe M Sport,1995.0,190.0,Individual Edition / Garantie BMW 2027 / M-SPORT / xDrive,48000.0,39900.0,Diesel,2024.0
2347,Seat,Leon,Seat Leon,1968.0,150.0,Garantie 24luni posibilitate leasing cu dobanda fixa de 4.75%,18876.0,145000.0,Diesel,2020.0
2348,BMW,Seria 5,BMW Seria 5 520d,1995.0,184.0,BMW 520d F11,8500.0,268000.0,Diesel,2011.0
2349,BMW,Seria 7,BMW Seria 7 745e,,,,51999.75,158995.0,Hibrid Plug-In,2020.0
2350,Skoda,Octavia,Skoda Octavia 2.0 TDI 4x4,,,,5200.0,294141.0,Diesel,2012.0
2351,Volvo,XC 60,Volvo XC 60 D5 AWD Summum,2400.0,215.0,AWD-4x4/ Panoramic/ Camera/ Distronic/ Faruri Xenon/ Scaune Incalzite,11500.0,276000.0,Diesel,2011.0
2352,Audi,A4 Allroad,Audi A4 Allroad 2.0 TFSI Quattro S tronic,1984.0,251.0,Audi A4 Allroad 2.0 45 TFSI quattro S tronic MHEV,18000.0,202000.0,Benzina,2017.0
2353,Mazda,2,Mazda 2,1490.0,116.0,Mazda2 2024 Hybrid 1.5 116hp AT FWD Homura,24840.09,1.0,Hibrid,2024.0
2354,BMW,Seria 5,BMW Seria 5,1998.0,184.0,Bmw Seria 5 530e I Performance M-Pachet Interior Exterior TVA DEDUCTIB,31489.04,87883.0,Hibrid Plug-In,2020.0
2355,Mercedes-Benz,GLE,Mercedes-Benz GLE 450 4Matic 9G-TRONIC AMG Line,2999.0,367.0,AMG-Line/ Panoramic/ Distronic/ 360 Camera/ Burmeister/ Airmatic,42999.0,188600.0,Benzina,2019.0
2356,Skoda,Superb,Skoda Superb Combi 2.0 TDI DSG Style,1968.0,190.0,/ Tva Deductibil / GARANTIE 12 LUNI / FInantare / Inmatriculata RO,21990.0,124000.0,Diesel,2020.0
2357,Opel,Astra,Opel Astra 1.7 CDTI DPF Sports Tourer 150 Jahre,1686.0,125.0,Rate fixe si egale/ Garantie / Livrare gratuita la domiciliu,4599.0,226000.0,Diesel,2012.0
2358,BMW,Seria 3,BMW Seria 3 318d,1995.0,143.0,Bmw 318d // Vindem in Rate Avans Zero cu Buletinul //,5499.0,273700.0,Diesel,2007.0
2359,Audi,Q5,Audi Q5 2.0 TDI S tronic,1968.0,190.0,Audi Q5 2.0Tdi // Vindem in Rate Avans Zero cu Buletinul //,17999.0,188200.0,Diesel,2017.0
2360,BMW,Seria 3,BMW Seria 3 320i,1995.0,150.0,Bmw 320i // Vindem in Rate Avans Zero cu Buletinul //,5299.0,266500.0,Benzina,2007.0
2361,Volkswagen,Touran,Volkswagen Touran 1.4 TSI Trendline,1390.0,140.0,Vw Touran 1.4Tsi // Vindem in Rate Avans Zero cu Buletinul //,4999.0,180000.0,Benzina,2010.0
2362,Ford,Transit,Ford Transit,2198.0,125.0,Ford Transit 2.2Tdci // Vindem in Rate Avans Zero cu Buletinul //,15999.0,186900.0,Diesel,2014.0
2363,Jaguar,F-Pace,Jaguar F-Pace 20d AWD Aut. R-Sport,,,,17200.0,203900.0,Diesel,2017.0
2364,BMW,X7,BMW X7 M50d,2993.0,400.0,Primul Proprietar / Stare foarte buna,64800.0,101254.0,Diesel,2019.0
2365,BMW,X5,BMW X5 xDrive25d Sport-Aut.,1995.0,231.0,"Garantie, Revizie Gratuita, Creditare, Leasing, Rate Fixe, 4x4",24490.0,180850.0,Diesel,2016.0
